VL API permissions
percentile: 0,0.5077052350847401
percentile: 50,1.1302181679728929
percentile: 100,1.9940867994890372
iqr_lower, 0.9289110534457781
iqr_upper, 1.385995770146152
iqr_range, 0.457084716700374
mean, 1.1633009001986445
stdev, 0.0982614340022659

Internal API
percentile: 0,1.5114894411808037
percentile: 50,3.4289590921793662
percentile: 100,5.978929374556756
iqr_lower, 2.8163718217933313
iqr_upper, 4.17058358653205
iqr_range, 1.3542117647387188
mean, 3.514103117164299
stdev, 0.8708655580361632

Cost parameter
percentile: 0,0.5017135612749848
percentile: 50,0.7485768579971281
percentile: 100,0.9957837690247655
iqr_lower, 0.6747895959593984
iqr_upper, 0.8228078112204996
iqr_range, 0.14801821526110126
mean, 0.7490280974676479
stdev, 0.010583946440861974

Failed cost
percentile: 0,0.5010159028264073
percentile: 50,1.0374430182383123
percentile: 100,1.989096591657791
iqr_lower, 0.8141448572626195
iqr_upper, 1.318998747344559
iqr_range, 0.5048538900819395
mean, 1.08435948621077
stdev, 0.10723705513726406

Implement endpoint
percentile: 0,0.5193148171649692
percentile: 50,1.691297917801911
percentile: 100,3.9554054339180755
iqr_lower, 1.1859704796033106
iqr_upper, 2.353777922822529
iqr_range, 1.1678074432192185
mean, 1.8228242977675964
stdev, 0.5944286197343465

Update docs
percentile: 0,0.5065512496583362
percentile: 50,0.995021298851275
percentile: 100,1.4879041254956364
iqr_lower, 0.8502829109445506
iqr_upper, 1.1470740702639732
iqr_range, 0.2967911593194227
mean, 0.9974189628512103
stdev, 0.04215617017849808

Test and deploy
percentile: 0,2.0166789805909673
percentile: 50,3.546274377593082
percentile: 100,5.929806690536119
iqr_lower, 3.0058589259056427
iqr_upper, 4.281826110584486
iqr_range, 1.2759671846788434
mean, 3.6722989104897095
stdev, 0.7261895484968619

Total
percentile: 0,8.405731698568458
percentile: 50,12.951227913504962
percentile: 100,19.142294300351132
iqr_lower, 11.903334566868809
iqr_upper, 14.035088194328278
iqr_range, 2.131753627459469
mean, 13.003333772149865
stdev, 2.411919744718277

